L,Teff,R,mass,logg,isWR,mass_current,phase,m_hst_f127m,m_hst_f139m,m_hst_f153m
4.637732227890444e+25,3474.508490434852,668275537.9262047,0.35267047213598235,4.0201913053504,False,0.35267004563921833,-1.0,15.14669482716673,15.005823222025976,14.709695129652562
4.89224774127448e+25,3496.238941219101,677862319.1422536,0.3660502057683387,4.024553236241706,False,0.3660497592783012,-1.0,15.10028998944692,14.953000766300471,14.655908054193088
5.2360828958622075e+25,3524.132707112355,690221101.2475947,0.38401425520022053,4.0292001085578315,False,0.3840137814917412,-1.0,15.0384661470923,14.88560359752676,14.585580150692948
5.666962159048054e+25,3555.222891057622,705555160.9940169,0.40530921919433494,4.033669455133452,False,0.40530871340520036,-1.0,14.965590111488476,14.807212504111245,14.503806876022868
6.210660749953651e+25,3592.0775199106515,723547398.3651749,0.43243742390968215,4.039907272261262,False,0.43243687657738533,-1.0,14.881818354534426,14.717312337228856,14.410251067564777
6.745003158916267e+25,3626.113341848015,739942228.0675682,0.45835280605586826,4.0457665907439075,False,0.4583522185101683,-1.0,14.806965252728997,14.637143106683299,14.326971407786063
7.250518222842625e+25,3656.353843814647,754531841.8253461,0.48262510194430747,4.051191904346741,False,0.4826244762152873,-1.0,14.741802460983667,14.567517854640814,14.254788127547203
7.840332901534895e+25,3690.216302568451,770287923.6037703,0.50975388131742,4.057011888403952,False,0.5097532124335973,-1.0,14.67197948367806,14.492952089676965,14.17753574610609
8.533350892148598e+25,3729.280936926328,786862926.0944968,0.5408439263038387,4.064206850837722,False,0.540843207220738,-1.0,14.597659187139307,14.413497162452353,14.095250340090493
9.192456531245244e+25,3762.62233254909,802276402.6666151,0.569723022609938,4.069966200042718,False,0.5697222567227526,-1.0,14.532111789143194,14.343804061365477,14.023296258850767
9.821692127925506e+25,3791.9385127080222,816507294.57081,0.596036817497399,4.074290181327165,False,0.5960360088710415,-1.0,14.47373793203699,14.281932801569328,13.959508957865406
1.0360072598076558e+26,3815.5821366137566,828226780.8579067,0.6169804278610267,4.076922715110301,False,0.6169795851905012,-1.0,14.424710772602472,14.230701644726025,13.90698926186847
1.0761145097550071e+26,3834.071214217387,835984792.0183259,0.6333290641296134,4.080171533307266,False,0.6333281941358154,-1.0,14.389710978622533,14.194299580586266,13.869799309725591
1.1149384904645689e+26,3852.144770150612,842965377.5245711,0.649068700300217,4.083612245620012,False,0.6490678037140075,-1.0,14.357419089029277,14.16069104633239,13.835463542205984
1.1569035913385105e+26,3871.0043724761567,850336350.1110895,0.6653609610900539,4.08681590652633,False,0.6653600370358296,-1.0,14.323851615734641,14.125777767747463,13.79978733778996
1.1984647593256197e+26,3889.446426213387,857287576.6688347,0.6813106843271761,4.0900133454977805,False,0.6813097332028479,-1.0,14.292019981791569,14.09267423084955,13.765965194245569
1.2470775162984479e+26,3909.6639154556824,865480638.008013,0.6986575329460281,4.092687204929941,False,0.6986565524854942,-1.0,14.2552105493611,14.054669958298653,13.727555437740495
1.3068697103486717e+26,3933.24552483433,875393899.0863771,0.7185298683400434,4.095033866533977,False,0.7185288542902645,-1.0,14.210878166228945,14.009197167089123,13.682087874887673
1.3755707960421464e+26,3960.1439799294867,885949577.4751412,0.7405754256501075,4.097776867131582,False,0.74057437401445,-1.0,14.16291846026665,13.959989977105366,13.632882505129585
1.451424347505324e+26,3989.9180367701765,896517429.6535698,0.7644136216693366,4.10123307554459,False,0.7644125288955652,-1.0,14.113402342219386,13.909168438442665,13.582077937531157
1.532973951486928e+26,4021.94714593638,906742878.4857367,0.7896489053271021,4.105455673184595,False,0.7896477684483891,-1.0,14.062539234312888,13.857466104711603,13.531495500024102
1.6193992846287103e+26,4055.618513371877,916541768.9484946,0.8158670882549095,4.11025668289389,False,0.8158659050284596,-1.0,14.011685872333539,13.806004635754412,13.481657795789761
1.7107607953516907e+26,4090.3976076438585,926089748.9753904,0.842655175987955,4.1152419372868945,False,0.8426539449830912,-1.0,13.961458167776264,13.755169891141628,13.432386074066443
1.8079681999135275e+26,4125.8969280857245,935724775.9580916,0.86959458805459,4.1199055844725425,False,0.8695933087168501,-1.0,13.911043848641423,13.704956554652872,13.384869148654856
1.9120501375816176e+26,4161.595592053982,945843692.7502278,0.8962546517759997,4.1237223149682585,False,0.8962533244646858,-1.0,13.860171501126418,13.654528122089573,13.337406491429453
2.0091117498158156e+26,4194.068417933702,954597975.2439513,0.9200944390497429,4.127173136980137,False,0.9200930682912213,-1.0,13.815721850472736,13.610447565711544,13.295879912204024
2.1067845778947292e+26,4226.4784036686515,962591983.9241439,0.942915943092012,4.130561281933968,False,0.9429145302978558,-1.0,13.772735089004817,13.568895947796443,13.258277664886792
2.262968546347523e+26,4272.762129159562,976138205.6556487,0.9741840874376202,4.132560701745503,False,0.9741826180306402,-1.0,13.707518109338473,13.505881101232914,13.201010779164166
2.4607282892357203e+26,4329.484374258748,991400107.6269679,1.0124249860946857,4.135807025055605,False,1.01242344575695,-1.0,13.631760546587634,13.433299120293784,13.13587063040527
2.5783316661261112e+26,4361.513746323327,999964043.1224341,1.0335528253590094,4.13730598211874,False,1.0335512457451392,-1.0,13.589628075151003,13.393186219460121,13.100157949301678
2.690670330803769e+26,4391.154003142414,1007772240.8880305,1.053239781210341,4.138744408772136,False,1.0532381644586186,-1.0,13.551472295676916,13.35682056677161,13.067720537835227
2.8342506957056863e+26,4427.148312872673,1017561043.2434171,1.0768932417175185,4.13999403678158,False,1.0768915804274795,-1.0,13.504794189906052,13.312871066318444,13.029175818789485
3.0072153701551303e+26,4468.84094421484,1028683929.3470511,1.1039286263617303,4.1413194198470356,False,1.1039269137709355,-1.0,13.452022072202459,13.263347710727228,12.985963376268266
3.185704053976815e+26,4509.362392782685,1039828988.8102056,1.130194288172382,4.142171401206129,False,1.130192525242548,-1.0,13.400885723582352,13.215353684427358,12.943980477983315
3.364093224315432e+26,4547.6788763737,1050615766.8775502,1.1551807899602349,4.142704190836649,False,1.1551789790446274,-1.0,13.35249482537415,13.170229259122195,12.904725852302033
3.629019356371804e+26,4601.224151960622,1065951253.4312031,1.1897274418691268,4.142914923558495,False,1.1897255635437602,-1.0,13.28573601606911,13.107808111209115,12.850161892249908
3.9116129855369075e+26,4653.756147641212,1081832881.904546,1.223817677394445,4.142338548653819,False,1.2238157324115058,-1.0,13.22003923950735,13.0464651187985,12.796209664813617
4.0932564627384e+26,4685.898553581722,1091536336.1179285,1.244432894100457,4.141837263715907,False,1.2444309080686575,-1.0,13.180604280297146,13.009573894248835,12.763673450708906
4.39847780668803e+26,4736.876652154724,1107277651.506754,1.2771452355311226,4.140669283009436,False,1.277143183889777,-1.0,13.118108402542754,12.95122078591095,12.712163051215272
4.763068322954366e+26,4793.175061311304,1125346610.831102,1.3129652692141622,4.1386226988659125,False,1.3129631447581969,-1.0,13.04915912266084,12.886714739396988,12.654952733008168
5.1984690155654535e+26,4853.746546306111,1146497269.1579368,1.3516931568802193,4.135074151276095,False,1.3516909534080948,-1.0,12.973072566625907,12.815381860537654,12.59102301899985
5.6406588033406735e+26,4910.814359570709,1166668212.073606,1.3874649582996739,4.131269418332099,False,1.3874626799138423,-1.0,12.902692320334333,12.74929383699568,12.531524819487046
6.242798132260083e+26,4980.185747999609,1193405534.0936596,1.4310620818609705,4.125024462013875,False,1.4310597110608965,-1.0,12.815701697400398,12.667414343372126,12.457028417276733
6.835902262802526e+26,5042.148537358395,1218305304.6984158,1.4689062863428322,4.118423915525994,False,1.4689038331302402,-1.0,12.736139572557423,12.592424002029185,12.388179868194383
2.4326532879288445e+27,5775.074396655043,1751920623.0221233,1.8392808640324658,3.900561189155102,False,1.8392774033344814,-1.0,11.597922374841357,11.497929670433294,11.350913702092686
2.888305033680767e+27,5866.448899260334,1849951864.6498287,1.869650597165168,3.860381722118074,False,1.8696470073267015,-1.0,11.444698846637474,11.349011007831047,11.208336903518374
3.5578361119376984e+27,5989.600066858248,1969639763.4487185,1.9065981314765772,3.8144273704655927,False,1.9065943587960745,-1.0,11.263129065810805,11.172877729352543,11.040302539935137
4.5824264598002586e+27,6171.47261590369,2105521222.5082967,1.9531059136311086,3.766948448222873,False,1.953101867000889,-1.0,11.05480550060503,10.97227749170508,10.851622393237804
5.40287657475067e+27,6323.350173793372,2177747588.2017303,1.9828188196788545,3.7442098396075685,False,1.9828145611051389,-1.0,10.931481299056497,10.855048555599941,10.743833386291252
6.20710043923593e+27,6487.267550108978,2217738066.430648,2.0080570671977496,3.7338974014893322,False,2.0080526074376457,-1.0,10.840589761787118,10.770414727312517,10.668884795444027
7.224329849224423e+27,6741.4580486411205,2215545097.8392906,2.035307686990887,3.7405216021878553,False,2.0353029831006015,-1.0,10.768097963402147,10.707297604836919,10.620014140219041
8.016158364078561e+27,6987.669736123413,2172240403.096901,2.0541379633298686,3.7616207639825463,False,2.0541330775754356,-1.0,10.744139662258004,10.691666566486152,10.617104129063042
8.793076992068366e+27,7248.445138722431,2114317523.690755,2.0710751978311412,3.7888470217605765,False,2.071070139861276,-1.0,10.737242474211147,10.693090167363946,10.630601054018623
9.615467785966497e+27,7525.740664580805,2051049752.9158823,2.087713819386176,3.818803337019191,False,2.087708584764317,-1.0,10.739233370365438,10.703245016921759,10.652132937757617
1.049326669404784e+28,7822.691686816975,1983044278.5540395,2.1044153676695196,3.8512528823268948,False,2.1044099487820445,-1.0,10.74992205157176,10.72187377389303,10.680929357613755
1.1459364426294965e+28,8157.737195955233,1905593789.317245,2.1224839831732476,3.889552387981838,False,2.122478358421237,-1.0,10.77223680157553,10.751958108600489,10.720017735838983
1.2301467214248148e+28,8463.021763557985,1834497081.2068624,2.138247467113557,3.926041498183298,False,2.1382416563437916,-1.0,10.80026614581497,10.785913181573289,10.760118360790644
1.3198542112530122e+28,8829.976677719835,1745554255.033378,2.157763407121116,3.9730989188349732,False,2.1577573634353957,-1.0,10.846314152234164,10.837923270920472,10.817623334315563
1.3715577583626699e+28,9163.014337353086,1652417562.375041,2.1783589039144364,4.024826239058188,False,2.1783526146971024,-1.0,10.913658637089666,10.909311194117453,10.892356562319913
1.3285613407608846e+28,9369.566848038136,1555397014.9226003,2.2010562480106217,4.0820852349466135,False,2.201049696915685,-1.0,11.0148098675292,11.012070530291824,10.996567199512276
1.2248498015523382e+28,9264.244598048957,1527604313.390784,2.2146073955209578,4.101304082185065,False,2.2146006970588576,-1.0,11.068718748683713,11.064559224658582,11.048184294247157
1.1561898626342363e+28,9029.311244475613,1562409299.3179743,2.2169983165290876,4.082452783415387,False,2.2169915902530093,-1.0,11.054741363329773,11.047813404766949,11.029293500559186
1.0772022003605057e+28,9063.287695332716,1496809626.9589055,2.2409107946600413,4.123033454197594,False,2.240903794093035,-1.0,11.142424778283752,11.13536027721123,11.116972406167614
9.93509071609858e+27,9013.470755076047,1453420543.0129304,2.2664414329073854,4.153483356373464,False,2.266434167566905,-1.0,11.21353219759185,11.205348630816358,11.186307983396295
1.015476568237604e+28,9116.96064652936,1436230935.0678058,2.307087875765065,4.171491655327011,False,2.3070802053510104,-1.0,11.223699216763872,11.216654116748913,11.19856308198179
1.1420670260981872e+28,9386.251740270383,1436980532.0424156,2.3407562498236523,4.1774857021411735,False,2.3407482343038266,-1.0,11.183632488574302,11.179781601222322,11.164001352686206
1.3165736461392699e+28,9745.637524912252,1431171086.7490017,2.3704151694595446,4.1863361426889165,False,2.3704068305230246,-1.0,11.143202401207134,11.142948381676716,11.129462539051291
1.4593699830510759e+28,10036.089123998241,1420833439.460118,2.3893329365883598,4.196261859670451,False,2.3893243672966378,-1.0,11.120527227429866,11.122756478696761,11.110716508853656
1.6585533864032653e+28,10455.207038946175,1395689903.4842238,2.4172160889017102,4.216888326146686,False,2.417207161523847,-1.0,11.105128215406465,11.11057207491856,11.10019696613875
1.8009878170311194e+28,10860.09293253892,1347962430.5358946,2.453577993252282,4.253232796923427,False,2.453568567121958,-1.0,11.129944936500312,11.137802716079086,11.128879595361935
1.7764497819829517e+28,11033.202166709098,1297068162.0300536,2.495574162542754,4.293917331073165,False,2.4955641614086392,-1.0,11.192458322671671,11.201050651308229,11.192546366666061
1.7376621667310374e+28,11061.3529616005,1276308481.4836993,2.5276363405172204,4.31325789220295,False,2.5276259337026765,-1.0,11.22418326647497,11.232751896753424,11.224279998464395
1.7925475796922972e+28,11155.946550677967,1274418244.2555182,2.5862180348157064,4.324998301660816,False,2.58620688386874,0.0,11.215967251791913,11.22499795041504,11.216778451532624
1.8640655836149648e+28,11239.40227623352,1280364566.288887,2.6154622320383347,4.325824771859275,False,2.6154506939300983,0.0,11.195797790547383,11.205324043476109,11.197348795483908
1.9493641904986208e+28,11333.966194665161,1287573856.0030687,2.646512074950481,4.326074531989878,False,2.6465001189202972,0.0,11.172166548917644,11.182231549593778,11.174536628451277
2.0750603233758083e+28,11469.720631739441,1297176783.5236623,2.6893540698219893,4.326563794407221,False,2.689341562794214,0.0,11.139794586826651,11.1506095611529,11.143308109240749
2.149561205742008e+28,11545.208408706058,1303049270.8685164,2.7144161070770605,4.326681861254973,False,2.714403236730522,0.0,11.121009770922056,11.132215770979453,11.125153394081918
2.2194464255480464e+28,11615.592758113517,1308064207.708437,2.7373749481671674,4.3270194226920236,False,2.737361749959272,0.0,11.104337181849408,11.115888857494497,11.10906062298792
2.321928730294355e+28,11714.461036638353,1315434724.357962,2.770323092134186,4.327332485319445,False,2.7703094263383004,0.0,11.080538272568008,11.092568356665016,11.086063920508389
2.4157071095439086e+28,11801.820400429862,1321945710.478796,2.7995344584585933,4.327599189043917,False,2.7995203594315328,0.0,11.059634101374893,11.072064841374436,11.06582918273128
2.5277684563743124e+28,11901.556871994784,1329690531.8154907,2.8335451608125357,4.327769183818324,False,2.833530551680512,0.0,11.035409217612512,11.04827883441601,11.04233533931581
2.6528342793330055e+28,12008.038276815103,1338136499.943789,2.870256876779664,4.3278578766649005,False,2.870241703055958,0.0,11.009470374536901,11.022797208627306,11.017162383311177
4.015854354248314e+28,12938.27942686102,1418160575.4679527,3.2062708670293665,4.325490363359587,False,3.2062497891115234,0.0,10.782283339462483,10.798965702064352,10.795955553216158
4.1904721020375935e+28,13035.835721244615,1427063186.7959218,3.2429715312738643,4.325000284077085,False,3.2429497269915917,0.0,10.758727216790787,10.775720523674087,10.77296052508647
4.361881695264994e+28,13128.349590389429,1435509791.636911,3.2779907787268723,4.324537721398381,False,3.277968264697354,0.0,10.736653564325069,10.753921350597784,10.75139796984411
4.538296724642833e+28,13220.28658352982,1443956759.913426,3.3130286253391694,4.324056348286012,False,3.313005385389034,0.0,10.714789467515683,10.732325651955932,10.730033652309183
4.7267294199777375e+28,13314.922322139679,1452755674.459845,3.349376402048257,4.323516069759875,False,3.349352393623642,0.0,10.692284384147381,10.710092554203673,10.70803495041712
4.919750919454884e+28,13408.329414244196,1461543343.6064868,3.3855680560897787,4.322946122790192,False,3.3855432661957243,0.0,10.670073640780718,10.688146050000796,10.686316111544556
5.1277759465942885e+28,13505.05304765137,1470826396.2284114,3.4234573208316093,4.322284055340658,False,3.423431693993451,0.0,10.646965058476829,10.665307001166846,10.663709107957935
5.352330113224716e+28,13605.155494611567,1480655110.7016995,3.463203278172956,4.321512368360507,False,3.4631767499161623,0.0,10.622898441416512,10.641515123218126,10.640153521943512
5.5790063186831595e+28,13702.298574149367,1490325241.8993056,3.502208810431892,4.320719833730887,False,3.5021813752614728,0.0,10.599522295697373,10.618401346129998,10.61726530563181
5.810432175748021e+28,13797.886465904225,1499921628.737433,3.5409114175375436,4.3199154772564174,False,3.5408830615584157,0.0,10.576567966063495,10.595701091898041,10.594783451128674
6.0764820736053835e+28,13903.713159617264,1510615704.3830025,3.5839871691166056,4.318996197771483,False,3.5839577665594766,0.0,10.551244306008345,10.570654108450904,10.569974252849022
6.350161228486896e+28,14008.68875458915,1521201998.653231,3.6268745551121175,4.318100107499121,False,3.6268440848403167,0.0,10.526371554439088,10.54605097967535,10.545601319361962
6.633026879454631e+28,14113.207312712446,1531771272.4409862,3.6698719523829744,4.317204192152753,False,3.6698403840402536,0.0,10.501975954806575,10.5219205469611,10.521679390075208
