wavelength,spectrum,spectrum_dusty
4670.4072,0.0010913716340492765,0.0004247595424899338
4671.3073,0.001113146596820115,0.00043331059427148473
4672.2074,0.0011322509050565178,0.0004408248450952099
4673.1076,0.0011398170573448864,0.0004438487185558575
4674.0082,0.0011341686108622812,0.00044172694110304747
4674.9083,0.001125849629831402,0.0004385640586687743
4675.8085,0.0011233790081998257,0.00043767861246626715
4676.7086,0.0011342821334366763,0.00044200426172822673
4677.6088,0.0011479037999904608,0.0004473909477274233
4678.5094,0.001147039547930786,0.00044713270692917214
4679.4095,0.0011354747580151223,0.0004427023396613711
4680.3097,0.0011227738171631437,0.00043782734710374734
4681.2098,0.0011117371377751882,0.0004335996956748981
4682.11,0.0011041315006160262,0.000430708945193163
4683.0106,0.001104945034737695,0.0004311019786644293
4683.9107,0.0011173103155278795,0.00043600286036910013
4684.8109,0.0011322951588867683,0.000441927836453071
4685.711,0.0011379359540511086,0.0004442072849814747
4686.6111,0.001136886766351897,0.000443875524474975
4687.5118,0.0011318215692409607,0.0004419754174609351
4688.4119,0.0011226900115089752,0.0004384863703601113
4689.3121,0.0011190521998963392,0.0004371421312422087
4690.2122,0.0011236023506230209,0.00043899645309017674
4691.1123,0.0011247330771662354,0.00043951517309903155
4692.013,0.0011186535543911962,0.00043721602959185944
4692.9131,0.0011173600742745292,0.0004367869075351344
4693.8132,0.0011233604469290453,0.00043920933912539023
4694.7134,0.0011292012259147477,0.00044157018526635875
4695.6135,0.0011363876050728668,0.00044445809970923897
4696.5142,0.0011458229297812992,0.00044822679270997424
4697.4143,0.0011489754418171358,0.0004495385568793674
4698.3144,0.0011375917561914015,0.0004451624404507689
4699.2146,0.0011127445670435266,0.0004355153108636465
4700.1147,0.0010940843982799745,0.00042828672051289506
4701.0154,0.0010968632031987883,0.0004294495194666005
4701.9155,0.0011057075542722397,0.0004329878706810051
4702.8156,0.0011073726669004777,0.0004337155910322256
4703.7158,0.001102817916841717,0.00043200703347507394
4704.6159,0.0011004207589413388,0.00043114318031665586
4705.5165,0.0011075951162834797,0.0004340297945904298
4706.4167,0.0011152201448441966,0.00043709398358625785
4707.3168,0.0011122087336701873,0.0004359896785126048
4708.217,0.0011008447242370357,0.00043161014628008426
4709.1171,0.001089257690805775,0.00042714159055344325
4710.0177,0.0010827181235981028,0.00042465114569073265
4710.9179,0.0010856518386252222,0.00042587591637749335
4711.818,0.0011016714719982426,0.0004322352678149761
4712.7182,0.0011145079052415617,0.0004373476792611803
4713.6183,0.001107760984766498,0.0004347757243241441
4714.5189,0.0010907834176665941,0.00042818684522987643
4715.4191,0.0010790344152186682,0.0004236484375145413
4716.3192,0.001083520222506529,0.00042548359983762466
4717.2193,0.0011036695362753675,0.00043347128262661726
4718.1195,0.0011226311308613114,0.0004409951547471147
4719.0201,0.0011297572615206694,0.00044387159471649695
4719.9203,0.001132971618356501,0.00044521179883765444
4720.8204,0.0011372108666566482,0.0004469552373433841
4721.7205,0.00113849045064856,0.0004475358163503162
4722.6207,0.0011327117362948693,0.0004453415032833098
4723.5213,0.0011228198160869304,0.0004415289843825853
4724.4214,0.0011215819480594807,0.00044111870977211787
4725.3216,0.0011326244824911161,0.0004455389942479994
4726.2217,0.0011405250192344264,0.0004487245922858774
4727.1219,0.0011322286221193785,0.00044553769467898515
4728.0225,0.0011044766738899229,0.00043469250827232265
4728.9226,0.0010760053153953035,0.0004235602990079412
4729.8228,0.0010693677361938896,0.00042102037901837477
4730.7229,0.0010782024686327816,0.0004245721928051643
4731.6231,0.0010840636678743736,0.00042695409915616554
4732.5237,0.0010878299695784392,0.00042851162173392673
4733.4238,0.0010973797872614142,0.00043234821350022834
4734.324,0.0011047258524255017,0.00043531771940603697
4735.2241,0.0011088327704517479,0.00043701160387427763
4736.1243,0.001114281943956217,0.00043923514952393073
4737.0249,0.0011099410317345214,0.00043759967628865403
4737.925,0.0010976036431218777,0.0004328103686684221
4738.8252,0.001099513306015776,0.00043363829310314405
4739.7253,0.00111298998746018,0.00043902918055306
4740.6254,0.0011130921761198342,0.0004391452944275167
4741.5261,0.0011016827295951515,0.0004347190273195518
4742.4262,0.001097119049373826,0.000432992924298479
4743.3264,0.0011033216088772232,0.0004355159777095131
4744.2265,0.0011132070193667792,0.00043949384989176623
4745.1266,0.0011168985357733216,0.00044102729235323757
4746.0273,0.0011111622353242607,0.00043883789832890977
4746.9274,0.0011110004842809782,0.00043884963584451864
4747.8276,0.0011206416901827082,0.0004427342280001945
4748.7277,0.001123623287616032,0.0004439886392942457
4749.6278,0.0011186311351426346,0.0004420921590389716
4750.5285,0.001116869989164625,0.0004414721838149269
4751.4286,0.0011190462282317066,0.00044240853465538814
4752.3287,0.0011181903022004856,0.0004421462199297116
4753.2289,0.0011120725472609314,0.0004398028410097969
4754.129,0.0011058811002991225,0.0004374294663874239
4755.0297,0.0011005002713507536,0.00043537598700844134
4755.9298,0.0010960418286569474,0.0004336866933196745
4756.8299,0.0010932016183401896,0.00043263720652300853
4757.7301,0.001092253397958674,0.00043233622388231
4758.6302,0.0010934514969654578,0.0004328848009531472
4759.5308,0.0010967488725574066,0.0004342647982827529
4760.431,0.0011032391623988552,0.0004369096769137018
4761.3311,0.0011082878560908132,0.0004389844181674218
4762.2313,0.001100840949846651,0.00043610958615005564
4763.1314,0.0010812051948368702,0.0004284041597914444
4764.032,0.0010676561425806829,0.0004231082366589985
4764.9322,0.0010665096485715853,0.0004227263647322376
4765.8323,0.0010665707406207693,0.00042282304903857053
4766.7325,0.0010616164266602451,0.0004209311341988662
4767.6326,0.0010624893583860565,0.00042134943219428086
4768.5332,0.0010738181384532515,0.00042591504998308393
4769.4334,0.0010864015733796698,0.0004309798955597568
4770.3335,0.0011002126642930792,0.0004365335357815759
4771.2337,0.0011081908407165753,0.0004397743211278931
4772.1338,0.0010995656050745116,0.0004364261520015285
4773.0344,0.0010872655492805106,0.0004316180320746932
4773.9346,0.0010873640773893852,0.0004317309811355539
4774.8347,0.0011011648888907726,0.0004372852638746439
4775.7348,0.0011150630274467934,0.000442880070544864
4776.635,0.001114063245014495,0.0004425586075636436
4777.5356,0.001107917785614745,0.00044019258047217516
4778.4358,0.0011106848598944731,0.0004413673693464393
4779.3359,0.0011122685669340674,0.0004420721887846321
4780.236,0.0011051078024329909,0.00043930112510327156
4781.1362,0.0010983032732262107,0.0004366707261220328
4782.0368,0.0010993769242677895,0.00043717222456497756
4782.9369,0.0010988502467216528,0.0004370373346237886
4783.8371,0.0010890996930409116,0.0004332332076038896
4784.7372,0.0010823048991796423,0.0004306037162330854
4785.6374,0.0010879453836986238,0.00043292162425291445
4786.538,0.0010875207490110828,0.0004328264448285089
4787.4381,0.0010731628809318454,0.00042718487627595034
4788.3383,0.0010694634302812962,0.0004257847913963189
4789.2384,0.00107614863080433,0.0004285193293611725
4790.1386,0.0010733642824427242,0.00042748338637276553
4791.0392,0.0010695466100078166,0.0004260354851786739
4791.9393,0.0010735113865614236,0.00042768755211417887
4792.8395,0.0010780987386644933,0.0004295882352502189
4793.7396,0.0010845918180945955,0.00043224902724724645
4794.6398,0.0010982997687184136,0.000437786577253949
4795.5404,0.0011114221891573687,0.0004430925782566321
4796.4405,0.0011151464105680136,0.0004446528771596983
4797.3407,0.0011082055193553408,0.00044196035897084646
4798.2408,0.0010957300210833558,0.00043705926952111095
4799.141,0.0010808576106016922,0.0004312002611902096
4800.0416,0.0010680689545402415,0.00042617070368853157
4800.9417,0.0010637764099381756,0.00042452998005455865
4801.8419,0.0010716621159052714,0.00042774957617246396
4802.742,0.0010886306577406395,0.00043459621832387995
4803.6421,0.001100615351306339,0.0004394551946064658
4804.5428,0.0010985735521745154,0.00043871437042364135
4805.4429,0.0010844893550967835,0.000433163277740388
4806.3431,0.0010710911463889955,0.0004278843218224249
4807.2432,0.0010693798801835676,0.0004272730814013773
4808.1433,0.001068944128766371,0.0004271713243574997
4809.044,0.0010649745988337148,0.000425657143039156
4809.9441,0.0010673045141308792,0.00042666060666137607
4810.8442,0.0010751495003135342,0.000429869431419917
4811.7444,0.0010784118798582995,0.0004312467785285082
4812.6445,0.001076587426422606,0.0004305900320476419
4813.5452,0.001075593952754206,0.00043026549456753394
4814.4453,0.0010759690184026119,0.00043048831186663406
4815.3454,0.00107708576938442,0.0004310079675398001
4816.2456,0.0010777081065683606,0.000431329897611153
4817.1457,0.0010800921449123982,0.0004323571004725607
4818.0464,0.0010860647926592669,0.0004348214190391877
4818.9465,0.00108924321110944,0.00043616759228663586
4819.8466,0.0010909813994322622,0.00043693737789016364
4820.7468,0.0010912037768013073,0.00043710021671464433
4821.6469,0.0010869041945534576,0.0004354514177932371
4822.5475,0.0010830535745664637,0.00043398197228641393
4823.4477,0.0010726243669335737,0.00042987546807601667
4824.3478,0.0010495786296107724,0.0004207103630961233
4825.248,0.0010366342514146552,0.00041559183027712823
4826.1481,0.001047903840157303,0.00042018067031920827
4827.0487,0.00106498765006582,0.00042710280317084055
4827.9489,0.0010693556813876788,0.0004289268103117761
4828.849,0.0010612341270895855,0.0004257408807598357
4829.7492,0.0010528874143598517,0.0004224635126849405
4830.6493,0.0010518640720510047,0.000422123947553247
4831.5499,0.0010532660887605345,0.0004227577632358449
4832.4501,0.0010409350592798898,0.00041787866161019886
4833.3502,0.001025451075499742,0.0004117319287252575
4834.2504,0.0010286416131143749,0.0004130824305698431
4835.1505,0.0010413508942008806,0.0004182565342622057
4836.0511,0.0010449584821740996,0.000419776095700064
4836.9513,0.001038760891663271,0.00041735655224420216
4837.8514,0.0010342279219562383,0.00041560508723601663
4838.7515,0.001032145567032272,0.0004148379508313432
4839.6517,0.001020027906817726,0.0004100364874292337
4840.5523,0.0010018878368124738,0.00040281208448118594
4841.4525,0.000992730679225167,0.0003991974106818604
4842.3526,0.000997008096486779,0.0004009847131419276
4843.2527,0.001000450153841598,0.00040243655898105165
4844.1529,0.000991373298198271,0.00039885222510339463
4845.0535,0.0009845531879260647,0.0003961747831271635
4845.9537,0.0009919400789824707,0.0003992141054388041
4846.8538,0.000999919421187741,0.0004024928876888747
4847.7539,0.0009939998321437434,0.00040017713140906027
4848.6541,0.0009727503987968297,0.0003916878605422052
4849.5547,0.0009484619273254904,0.00038197184219693664
4850.4548,0.0009412864215859185,0.0003791455251759047
4851.355,0.000949656787115881,0.0003825810906428968
4852.2551,0.0009497662247835375,0.0003826891973760674
4853.1553,0.0009392308490746806,0.0003785074895959274
4854.0559,0.0009306760237132891,0.0003751226740213365
4854.956,0.0009138394681916495,0.00036839803360573753
4855.8562,0.0008782155698130867,0.0003540960784172057
4856.7563,0.0008458840907382863,0.00034111703444503736
4857.6565,0.0008395561766432897,0.00033862176366941004
4858.5571,0.0008404077920384979,0.00033902189445046563
4859.4572,0.000819959841385592,0.0003308283888440124
4860.3574,0.000772548403802065,0.0003117513821984298
4861.2575,0.0007012014004965736,0.00028300749524959453
4862.1577,0.0006323115820418164,0.00025524589378983487
4863.0583,0.0006279948804841689,0.00025354567642190583
4863.9584,0.0006920803223138322,0.00027946603104217396
4864.8586,0.0007523166567539693,0.00030384046583368087
4865.7587,0.0007859232042949411,0.00031746615412300085
4866.6589,0.0008149112743058843,0.00032923046787971974
4867.5595,0.0008408785630401259,0.00033977808258580614
4868.4596,0.0008557726900452056,0.00034585402337809936
4869.3598,0.0008651213148269893,0.0003496904247410783
4870.2599,0.0008783700696526909,0.00035510480579342083
4871.16,0.0008811252816466468,0.0003562779608448295
4872.0607,0.0008689147125439604,0.0003513991858354395
4872.9608,0.000864244779372107,0.000349568751284104
4873.861,0.0008836943388806432,0.00035749513769593456
4874.7611,0.0009083533274692698,0.0003675319339855339
4875.6612,0.0009187253844933576,0.00037179039723468535
4876.5619,0.0009213016896287448,0.0003728949773382377
4877.462,0.0009321227351897055,0.0003773374537565365
4878.3622,0.0009480760891092897,0.0003838593687237796
4879.2623,0.0009610924133429109,0.00038919406735566845
4880.1624,0.0009791830695696328,0.00039658570094354667
4881.0631,0.00099063381543023,0.0004012900832756092
4881.9632,0.0009780613676842991,0.0003962629251368674
4882.8633,0.0009632601152225685,0.00039033091820156094
4883.7635,0.0009706518572679368,0.00039339142919611977
4884.6636,0.0009842531866880852,0.00039896999588257497
4885.5643,0.000982053272833076,0.0003981442855109721
4886.4644,0.0009699692013713473,0.0003933103280459804
4887.3645,0.0009667114767294982,0.00039205430704575235
4888.2647,0.000977738418968159,0.00039659202236671056
4889.1648,0.0009905931273056926,0.0004018727108626022
4890.0655,0.0009956360506677834,0.0004039854853805364
4890.9656,0.0009930854869598588,0.0004030172729158487
4891.8657,0.0009808089136179087,0.000398101017309719
4892.7659,0.0009803145150735118,0.000397966178573762
4893.666,0.001007574013984547,0.00040910003099714926
4894.5666,0.0010361030125878342,0.00042075311020963135
4895.4668,0.0010531024876777944,0.0004277271633835564
4896.3669,0.0010633948336478288,0.0004319788732857968
4897.2671,0.0010663104874256938,0.0004332348657562411
4898.1672,0.0010648989799646367,0.00043273284829043536
4899.0678,0.0010636770000027266,0.0004323077041183597
4899.968,0.0010536569796838397,0.0004283060010987972
4900.8681,0.001033983955875436,0.000420378396798759
4901.7683,0.001027295277385153,0.00041772796453948247
4902.6684,0.0010366896722741855,0.00042161754283932937
4903.569,0.0010380369356522195,0.0004222351382629767
4904.4692,0.0010301125649615167,0.0004190808968754898
4905.3693,0.0010304986439048892,0.0004193070780786326
4906.2695,0.0010449726589579977,0.00042526660034312487
4907.1696,0.0010603469999411958,0.00043159451105752284
4908.0702,0.0010599134407552656,0.00043148914548129857
4908.9704,0.0010454132606135935,0.000425656240946327
4909.8705,0.0010287115615106414,0.0004189248480760101
4910.7707,0.0010127027134876692,0.0004124734155887151
4911.6708,0.0010020914433860227,0.00040821861662240154
4912.5714,0.0010067216713300822,0.000410172326191096
4913.4716,0.0010200267087525474,0.00041566161187032665
4914.3717,0.0010291027102373792,0.0004194290488530861
4915.2719,0.0010350037282215777,0.0004219034704002732
4916.172,0.001047038706300242,0.00042687949524833644
4917.0726,0.0010559227910120895,0.0004305723301730453
4917.9728,0.0010484534283302207,0.00042759679766922687
4918.8729,0.0010250456591692153,0.0004181189309814613
4919.773,0.0009940952808409288,0.0004055607666828736
4920.6732,0.0009657673353553276,0.0003940685070096273
4921.5738,0.0009449443519396299,0.0003856352779228954
4922.474,0.0009416473995189015,0.00038435283727561047
4923.3741,0.000956638649373128,0.0003905358746494202
4924.2742,0.0009726382690520166,0.00039713263581892525
4925.1744,0.0009779348975660525,0.0003993607442936882
4926.075,0.0009838188214372169,0.00040182945957173904
4926.9752,0.0010042258980080647,0.0004102317143061801
4927.8753,0.0010265575729694243,0.00041942302514225415
4928.7754,0.001035156644424114,0.00042300563812085304
4929.6756,0.0010417446969732116,0.00042576748786624303
4930.5762,0.0010507719963587648,0.0004295273430057777
4931.4763,0.001052251187076339,0.0004302023924135739
4932.3765,0.001050855332432166,0.00042970201555858894
4933.2766,0.0010433139583163695,0.00042668808158955086
4934.1768,0.001017773810928793,0.0004163109097025235
4935.0774,0.0009977095264090895,0.00040817056197707817
4935.9775,0.0010080685931965095,0.0004124759461761884
4936.8777,0.0010265329606858383,0.00042009974178005985
4937.7778,0.0010227487127842042,0.00041861945204222804
4938.678,0.000999996074103213,0.00040937347149829406
4939.5786,0.0009791457266222438,0.00040090334963193986
4940.4787,0.0009798475773992424,0.0004012562124704062
4941.3789,0.00100466448945915,0.0004114861126924963
4942.279,0.0010307775956268812,0.0004222502932434781
4943.1792,0.0010384591785352554,0.0004254663991042636
4944.0798,0.001039203059848557,0.00042584065194927454
4944.9799,0.00104416415286465,0.00042794335429254877
4945.8801,0.001042532998137758,0.00042734449434100473
4946.7802,0.0010325230305601569,0.0004233102854433617
4947.6804,0.0010290642702216087,0.00042196102019198116
4948.581,0.0010371717027361884,0.0004253547314146521
4949.4811,0.0010439171700419316,0.0004281908345890514
4950.3813,0.0010453591727492507,0.0004288521269715511
4951.2814,0.001047153459844549,0.0004296581441638541
4952.1816,0.0010508174490357165,0.0004312316860987147
4953.0822,0.0010468832603046027,0.0004296871148333806
4953.9823,0.0010358784917297399,0.0004252394230886912
4954.8825,0.0010333226194081631,0.0004242591918738488
4955.7826,0.0010383406514227604,0.000426388787307069
4956.6827,0.0010392172456625123,0.00042681811188112614
4957.5834,0.0010166509490821785,0.0004176177715659142
4958.4835,0.0009767406756533159,0.0004012886872317136
4959.3837,0.0009700774401454943,0.00039861586462764417
4960.2838,0.0010059010745090019,0.00041340331313500747
4961.1839,0.0010383710783055508,0.00042681704316418725
4962.0846,0.0010442978490108326,0.00042932291680652473
4962.9847,0.0010364644750027866,0.0004261716565540577
4963.8849,0.0010345456696182658,0.0004254516895445627
4964.785,0.0010369907096273259,0.0004265263533597486
4965.6851,0.0010260387610680525,0.0004220901065475926
4966.5858,0.0010064732689688102,0.00041410843859845107
4967.4859,0.00099806292823613,0.0004107145857211148
4968.3861,0.0010004333320202548,0.0004117567344286806
4969.2862,0.0010020336527125965,0.0004124821850874192
4970.1863,0.001003792902070791,0.0004132732760695385
4971.087,0.0010053554457794037,0.00041398364127614865
4971.9871,0.0010071598204361074,0.00041479376119953553
4972.8872,0.0010154753776563793,0.00041828614777752256
4973.7874,0.0010240484655597542,0.000421885741257815
4974.6875,0.0010308338926565018,0.00042474986711166517
4975.5882,0.001036608342209646,0.00042719830160224757
4976.4883,0.0010329206814571287,0.00042574737811510853
4977.3884,0.0010236788023183696,0.0004220062597502135
4978.2886,0.0010156443095527415,0.0004187617310577623
4979.1887,0.0010046618178181275,0.0004143004288440716
4980.0894,0.0009978696869973054,0.0004115659940940749
4980.9895,0.0009988750275153474,0.0004120471488047255
4981.8896,0.000995596586338512,0.0004107610384089326
4982.7898,0.0009791037673470599,0.0004040216544879968
4983.6899,0.0009599420728366012,0.00039617858763621233
4984.5905,0.000955763625905329,0.0003945177470126966
4985.4907,0.0009652782130274033,0.00039850940434722304
4986.3908,0.0009757483318905134,0.00040289686462848537
4987.291,0.0009883070826836235,0.00040814827732974873
4988.1911,0.0010045746192682105,0.00041493323905054046
4989.0917,0.0010124634431256667,0.0004182590648871853
4989.9919,0.0010071126034163168,0.00041611558280831186
4990.892,0.000997667701643907,0.0004122795316309932
4991.7922,0.0009901427027138943,0.0004092357402659055
4992.6923,0.000992087847074582,0.00041010566821539054
4993.5929,0.0010017551784960153,0.0004141685692751386
4994.4931,0.0010001425423040772,0.000413568348347561
4995.3932,0.0009944542392461145,0.0004112823021774686
4996.2934,0.0010010443513310062,0.00041407437407596547
4997.1935,0.001006247494336382,0.00041629350763666077
4998.0941,0.0010030391095328867,0.00041503288139427703
4998.9943,0.001000384015932571,0.000414000768081068
4999.8944,0.0009916005344998856,0.00041043169798097976
5000.7946,0.0009759092258092205,0.00040400179572503526
5001.6947,0.0009672913304448304,0.00040049847970845075
5002.5953,0.0009675285639654057,0.00040066102522817796
5003.4955,0.000971492166735095,0.0004023669338651992
5004.3956,0.000974861010662631,0.00040382698310065083
5005.2958,0.0009718180330905741,0.0004026310188908706
5006.1959,0.0009596961874920057,0.0003976725959484071
5007.0965,0.0009465463046871177,0.00039228653257932335
5007.9967,0.0009491087489469607,0.0003934115469990421
5008.8968,0.0009720871047534883,0.0004030007686526734
5009.797,0.000992410074661212,0.0004114920166636453
5010.6971,0.0009913904488386678,0.0004111350587903587
5011.5977,0.000981578132183478,0.00040713103512456274
5012.4979,0.0009695586077163097,0.0004022100393052477
5013.398,0.0009512569572614953,0.000394680951590801
5014.2981,0.0009343937384869282,0.00038774633645322125
5015.1983,0.0009236031649090455,0.00038332985929990653
5016.0989,0.0009246365737188349,0.00038382015139848294
5016.9991,0.0009366608059373635,0.00038887360985713444
5017.8992,0.0009444601591723377,0.00039217432762924124
5018.7993,0.0009412519955180552,0.0003909046217620986
5019.6995,0.0009396808608748526,0.0003903144630801114
5020.6001,0.0009508633094669331,0.00039502240982277573
5021.5003,0.0009647627936856511,0.000400860740172
5022.4004,0.0009666333101954291,0.0004017020452326541
5023.3005,0.0009584635561063937,0.000398370509993332
5024.2007,0.0009593600180742569,0.00039880672601470645
5025.1013,0.0009720492181507646,0.00040414611652478134
5026.0015,0.0009790905967091996,0.00040713860272101733
5026.9016,0.0009797441211177379,0.00040747530283363845
5027.8017,0.0009728623898854386,0.000404677673738991
5028.7019,0.0009602765479374616,0.0003995060397057944
5029.6025,0.0009642162407249889,0.00040120901122019207
5030.5027,0.0009810059802855473,0.00040826020882575294
5031.4028,0.000988126088219104,0.0004112888170634384
5032.3029,0.0009876370704552646,0.0004111507040612485
5033.2031,0.000994450387158646,0.0004140529541105541
5034.1037,0.0010066209186713063,0.00041918703492884504
5035.0038,0.0010105538972105552,0.00042089177667814666
5035.904,0.0009944973179419388,0.00041427014369647887
5036.8041,0.0009652563274352366,0.0004021533683334325
5037.7043,0.0009536743589223581,0.0003973911442375082
5038.6049,0.0009634951379856115,0.00040154723980211624
5039.505,0.0009635220346694717,0.00040162223802143
5040.4052,0.0009434662858284475,0.0003933249178150737
5041.3053,0.00091221497601158,0.0003803568326970428
5042.2055,0.000887073264996176,0.00036993247229594883
5043.1061,0.0009000631169629378,0.00037540917575889116
5044.0062,0.0009437733529153597,0.0003937028216300171
5044.9064,0.0009743934395066927,0.0004065407241941294
5045.8065,0.000986867820686587,0.00041181063438416925
5046.7067,0.0009973012107189396,0.00041623037535466864
5047.6073,0.001000851385906359,0.0004177783090402524
5048.5074,0.0009856638759272581,0.00041150389121198016
5049.4076,0.0009587604832467236,0.00040033543777693697
5050.3077,0.000944829006896849,0.0003945807620636786
5051.2079,0.0009499413787920121,0.00039677862207752955
5052.1085,0.0009547686269954317,0.000398858069315684
5053.0086,0.0009534396604787911,0.00039836592628402623
5053.9088,0.0009613892414445816,0.00040175098285803284
5054.8089,0.000976803236345171,0.0004082568444146741
5055.7091,0.000987715446854821,0.00041288291802514006
5056.6097,0.000989687118167794,0.00041377255954443625
5057.5098,0.0009856973145610274,0.00041216962709474385
5058.41,0.0009853090623722855,0.00041207239657925867
5059.3101,0.0009907558695857954,0.00041441580476022505
5060.2103,0.0009926899841165868,0.0004152904043607071
5061.1109,0.000992342587193168,0.0004152106651390908
5062.011,0.0009979975124920584,0.00041764269375512244
5062.9112,0.0010046968841371086,0.0004205126205819709
5063.8113,0.0010028626122640745,0.000419811126751815
5064.7115,0.000985516244248979,0.00041261480556812626
5065.6121,0.0009555992614783004,0.00040015233471276247
5066.5122,0.0009417471617458684,0.0003944140200763283
5067.4124,0.0009549436456612303,0.0004000039064720778
5068.3125,0.0009656799627645749,0.0004045648531586528
5069.2126,0.0009608669856321744,0.00040261191739283356
5070.1133,0.0009601488486664969,0.0004023744280217003
5071.0134,0.0009729703174653785,0.00040781180052119784
5071.9136,0.0009793149258198915,0.0004105357213046424
5072.8137,0.0009655912533231331,0.00040484637750471737
5073.7138,0.0009540001715194652,0.0004000494954397489
5074.6145,0.0009610949959346126,0.000403088082903642
5075.5146,0.0009687476214444557,0.0004063615402807653
5076.4148,0.0009650161106013005,0.000404859942599726
5077.3149,0.000962343322363547,0.00040380208300237237
5078.215,0.0009695555119114838,0.0004068922828176842
5079.1157,0.000969444210333696,0.0004069095465000737
5080.0158,0.0009413849934208746,0.0003951941894933054
5080.916,0.0009082512408289296,0.0003813445045149816
5081.8161,0.0009069915702091723,0.0003808754070948832
5082.7162,0.000929761487140168,0.0003904985316136733
5083.6169,0.0009450799032128724,0.0003969945829826572
5084.517,0.0009459456314801516,0.00039742059265691063
5085.4172,0.0009501144247788261,0.0003992346538330689
5086.3173,0.000960894097508508,0.0004038275553012584
5087.2174,0.0009660957636899268,0.00040607727843156087
5088.1181,0.0009621765393673293,0.0004044933553215436
5089.0182,0.0009595106830986548,0.00040343585882199687
5089.9184,0.0009648144042332723,0.00040572942598846295
5090.8185,0.0009710172824184894,0.00040840185723581746
5091.7186,0.0009714896229711306,0.0004086645056191746
5092.6193,0.0009716046515882389,0.00040877692364241946
5093.5194,0.0009759096997849646,0.0004106524241361977
5094.4195,0.000982607681904597,0.0004135355645710185
5095.3197,0.000984647882500153,0.00041445903015947154
5096.2198,0.0009796372840359445,0.0004124144574147752
5097.1205,0.0009700842448638571,0.0004084566547394507
5098.0206,0.0009562092508382602,0.00040267749017482477
5098.9207,0.0009381719499810227,0.00039514339476629174
5099.8209,0.000918990434454043,0.00038712492567907905
5100.721,0.0009163417462259349,0.000386069464869756
5101.6217,0.0009384639795133146,0.0003954517074153278
5102.5218,0.0009624602124396979,0.0004056266081222714
5103.4219,0.0009682867832819948,0.0004081459036237942
5104.3221,0.0009609354123650515,0.0004051104204703154
5105.2222,0.0009536142256691854,0.0004020866844876648
5106.1229,0.0009506310762525084,0.0004008914186053367
5107.023,0.0009491636699819019,0.00040033501791142726
5107.9231,0.0009413376441067325,0.0003970960835985532
5108.8233,0.0009320082836329275,0.0003932218523065468
5109.7234,0.0009334378005706734,0.00039388634683223435
5110.6241,0.0009347857505402804,0.00039451664029317013
5111.5242,0.0009316188579863217,0.00039324132527518673
5112.4243,0.0009402448506661685,0.0003969442037841709
5113.3245,0.0009544131503152725,0.00040298838370257884
5114.2246,0.0009585511622792589,0.0004047985973587404
5115.1253,0.0009595233864058217,0.0004052722629472046
5116.0254,0.0009622675389579406,0.00040649453148078205
5116.9255,0.0009645820194038695,0.0004075356185958599
5117.8257,0.0009710875920532447,0.0004103480217600889
5118.7258,0.0009786522145686807,0.0004136088542624438
5119.6264,0.0009794410723104078,0.00041400661657287844
5120.5266,0.000974217327612817,0.000411862545381649
5121.4267,0.0009647020672313936,0.0004079032015022269
5122.3269,0.0009537994717121215,0.00040335591376378365
5123.227,0.0009406549046857577,0.0003978589184988009
5124.1276,0.0009210667614925513,0.0003896344305543893
5125.0278,0.0009074749324102424,0.00038394432309325516
5125.9279,0.0009130795937394024,0.0003863755382814706
5126.8281,0.0009239801055559809,0.00039104881155330255
5127.7282,0.000926622360543079,0.0003922278846689277
5128.6288,0.0009224999080891498,0.0003905434711014919
5129.529,0.0009195196641022459,0.00038934211677355533
5130.4291,0.0009192636005801524,0.0003892940077687719
5131.3293,0.0009247207314134625,0.00039166569129940474
5132.2294,0.0009336110537010716,0.0003954924329524712
5133.13,0.0009398753070373085,0.0003982077530076351
5134.0302,0.0009425670891161031,0.00039941003791774723
5134.9303,0.0009466415268053591,0.0004011986504210712
5135.8305,0.0009575465818759243,0.0004058831486399306
5136.7306,0.0009629579262608617,0.0004082400398690058
5137.6312,0.00095095237083241,0.0004032127410948039
5138.5314,0.0009359282802142415,0.0003969037491055355
5139.4315,0.0009271305897125756,0.00039323364341308344
5140.3317,0.0009186783080508829,0.0003897089101084588
5141.2318,0.0009246608201493222,0.00039230732976841906
5142.1324,0.0009370832372668462,0.0003976392530871104
5143.0326,0.0009237644725458987,0.0003920481449017547
5143.9327,0.0009035877163500309,0.00038354427951082246
5144.8329,0.000910037642711604,0.00038634169680266283
5145.733,0.0009248814793238127,0.00039270399535864294
5146.6336,0.0009233365458389896,0.0003921085335423294
5147.5338,0.0009156631292963733,0.0003889098844239458
5148.4339,0.0009116596873658291,0.00038726920783869063
5149.3341,0.0009144479920493662,0.0003885135583661429
5150.2342,0.0009250377129345962,0.0003930732926599761
5151.1348,0.0009282243287534399,0.0003944881797372419
5152.035,0.0009178925747580195,0.0003901573636976776
5152.9351,0.0009072037389710538,0.00038567337896764915
5153.8353,0.0009062669696686233,0.000385334464376927
5154.7354,0.0009094504826218541,0.00038674758228242177
5155.636,0.0009143614052106911,0.00038889584590298833
5156.5362,0.0009238587370050868,0.0003929957104789891
5157.4363,0.000935448169616915,0.00039798689121303145
5158.3365,0.0009463550281900861,0.00040268914375977223
5159.2366,0.0009520166331925223,0.0004051605289265328
5160.1372,0.0009507525641631572,0.0004046847929651248
